u,v,w
0,5,3.9832036732367593
0,15,8.15635075044182
0,14,4.690422002767333
0,13,1.2648600263050236
0,17,7.655928257647515
0,16,3.7228595554839483
1,12,7.606387922342211
1,0,3.5250137392029623
2,5,8.438512232278214
2,15,0.46629776468468886
2,23,2.113350415712627
2,12,1.624768336465655
2,7,1.1139466069950832
3,19,6.332844624849635
3,17,5.318637980789812
3,11,8.852412353843492
3,7,6.609654335073555
3,7,2.85757066851977
3,19,0.9087103114440243
4,1,4.778202316968121
4,23,9.013283172449238
4,22,2.7252341790427037
4,20,4.923651976432764
4,7,0.09661823595899399
4,11,5.95364108415473
4,5,2.8171915421713676
5,18,2.3292073700559968
5,18,3.588937797732342
5,19,8.899174778648536
5,11,8.164530012606258
6,22,4.191570173391684
6,22,8.77040792193164
6,3,1.9384479312928071
6,3,1.3211812977199222
6,3,3.6837710408349524
6,16,5.375224210066553
6,18,3.2543963799177056
7,1,7.581712231467353
7,13,3.7916457754182984
7,18,5.129615592907331
7,16,7.278023977765224
7,21,8.57870173158865
7,14,2.3987661828440556
8,18,0.5817879060875131
8,6,2.2172140237652838
9,13,5.136547967124283
9,3,5.286109069854766
9,19,3.6536699870952374
9,6,3.9331170662690473
9,0,6.728235825344784
10,18,4.0231299114406935
10,13,5.183343531645913
10,18,2.0541245556442487
10,5,3.429184730699968
10,3,1.9225745001530337
11,23,0.24642338696505228
11,14,0.964071706810824
11,0,6.030280483241151
11,3,2.230051668299884
11,4,3.531384729303216
12,2,3.3860186046495944
12,13,0.18059738507303358
12,4,2.9653219765379415
12,21,5.940505676389019
12,18,7.376822732190915
12,19,8.124081422396346
12,22,0.6454753006344383
12,17,6.498390409656011
12,9,6.25674763769458
13,11,4.5083226799864216
13,7,4.64778998537719
13,23,7.746156897397377
14,11,1.9284083431845611
14,13,8.19952541022121
14,16,0.3333028166862084
14,10,6.801956185618485
14,11,0.8661888829143194
14,0,4.2110104252053
14,20,0.736741371338987
14,23,4.28845220381378
15,2,2.7652206600364018
15,16,1.17165874410732
15,10,9.409658152214668
15,14,6.40810569419208
16,12,9.027936026349487
16,7,9.603509589093147
16,12,6.868003998531852
17,2,4.088909603918901
17,21,4.481772242833154
17,16,4.1293864942548435
17,21,7.331704556445215
18,17,8.813194710297038
18,21,9.215743324661837
18,22,3.334497624759589
18,17,1.2709618440139991
18,22,1.2149680010772945
19,11,3.5181290389265274
19,14,5.363213565523701
19,8,4.094363995449676
19,11,5.388664684642204
19,1,8.053056264713751
19,14,1.0098455526900962
19,7,9.37627740462341
20,17,1.0659715681630744
20,3,1.783489270175177
21,10,3.6062470756366682
21,5,7.200213530541895
21,12,5.816194432079166
21,9,6.987755311053632
21,1,1.6779160719450215
22,16,4.530327758779643
22,0,3.1018907835493206
22,17,2.668857159160294
22,8,0.5143546134194577
22,23,1.0485805590729191
23,11,6.2051095864681205
23,0,5.468750032296703
23,20,0.7336039697065777
23,19,2.796802456880977
23,8,0.7725199154091222
