u,v,w
0,8,6.649880304753158
0,26,3.0958420585716038
0,6,6.125526338770792
0,37,8.80414561804638
0,34,8.956316570195522
0,23,3.179110124539628
0,24,5.254986547818158
1,8,8.602974208720227
1,16,0.5542485381719819
1,19,2.42552825236901
1,11,9.045771517054579
2,21,7.520305259062358
2,10,6.668862569849234
2,32,8.881695502570576
2,28,9.451968017663315
2,16,7.580439986105417
2,27,2.456669873715891
3,15,4.805878248809162
3,1,4.15758213481806
3,36,7.382439785781575
3,9,6.897283199984409
3,41,2.191210958518396
3,41,3.803089647919724
3,1,3.34233025434703
4,21,3.3291284282188727
4,42,1.4441693232590058
4,11,1.5813882344404762
4,20,9.128469331372441
4,29,1.3472221735985501
5,24,3.142433612318242
5,13,3.6599618235893097
5,10,6.699419189828237
5,18,1.142957442587339
5,39,9.516760000602147
5,36,6.104587599821585
5,10,8.460211264659685
5,43,6.16239054064959
6,8,5.084212542972453
6,9,4.817098837055517
6,14,8.215960792561287
6,28,8.833395016999154
6,5,6.431668529786874
7,14,2.2656299479121755
7,23,9.270235205152789
7,41,7.32167367062943
7,11,5.929449418455668
7,16,4.469803150880448
7,9,7.543363670454394
7,34,6.8411207441914
7,27,7.100961848812487
8,20,6.234065087409802
8,1,8.547314382217394
9,44,7.656348892095604
9,43,3.639105732490658
10,6,4.0897403229926415
10,33,2.7954781471178047
10,5,1.2372004643739454
10,29,2.626011361563095
10,39,0.5196855965423108
11,43,2.0884504218861366
11,35,0.2060123304761441
11,40,1.8796207162739142
11,25,2.288747705277795
11,44,6.416806778299296
12,18,5.752666191220617
12,42,2.3919104051323026
12,27,7.5595376165244375
12,4,9.145948134109931
13,16,1.2108852977411666
13,1,8.549433040791968
13,33,6.84059086474768
13,2,8.552232190148672
13,8,7.861237069738676
13,31,0.3094469043255088
14,11,8.859759847252127
14,11,1.4776168336762063
14,2,2.5037762934759
14,22,9.003999918772472
14,40,5.662226134137857
14,32,1.225499697250212
15,32,1.9222358442727394
15,23,3.4188592783122007
15,40,4.88729078278094
15,33,4.017133327808202
16,22,7.930256398619169
16,2,5.27140784611766
17,14,8.306094422975765
17,36,2.8574813926018017
17,10,7.368473015326462
17,44,1.8389027539648384
17,13,9.045083960125229
18,25,9.273907586404196
18,39,9.130446636336327
18,26,6.811987227405454
18,16,1.235183149665875
18,34,9.243797400726873
18,3,4.819132839094637
18,44,6.937919012754831
19,40,9.120780767526085
19,20,8.549721808708656
19,35,9.134090924341045
19,28,0.6912853821386278
19,38,9.83630696828102
19,13,5.694795578342213
19,11,5.193837269936511
19,1,7.998533047748318
20,3,2.042855722551119
20,0,4.071100000937884
20,16,3.2012369837254164
20,44,0.8516636359837759
21,16,6.95593453159106
21,40,5.037403669815626
21,40,7.859161798812738
21,11,6.798188382124932
22,44,9.763711621672629
22,5,1.5011866833945076
23,8,1.5890945979826498
23,42,5.862222517901637
23,12,3.967602893330505
23,5,5.422816201632534
24,23,8.774010423680275
24,35,2.4412631380257546
24,15,0.24939391831277136
24,3,1.3384670681999689
25,23,5.755307105545144
25,17,5.210298906463531
25,28,5.780295458181655
25,36,4.349178866269545
25,1,6.578084404012646
25,4,8.816995879614135
26,32,6.914845231917001
26,3,8.794081149871273
26,10,8.902255619256858
26,43,3.3339206130166565
27,29,4.878381840777163
27,36,0.5345753562467725
27,31,0.096392538047686
27,11,9.831784138642988
28,31,7.815599989494299
28,27,0.4076603392070399
29,39,7.201363731105829
29,28,7.515003737993965
29,38,6.900820821866121
29,23,1.4477266890442397
29,4,8.048354550236786
29,33,1.1029744850608492
29,7,5.411462681623426
30,19,2.7299240548603465
30,21,8.021334867842874
30,7,2.9087591598949225
30,33,8.981713410222627
31,34,2.588401605692173
31,20,8.168726654737045
31,19,6.816682818752192
31,2,0.46305267282791274
31,20,1.6890080703392796
31,22,5.944490092716654
31,10,5.374816549044963
32,31,0.21518607724306804
32,44,8.649060657210187
32,42,4.761806056899827
32,29,1.6258831346315483
32,30,6.048586403724817
32,37,7.366468938700135
32,37,4.395249750917646
33,40,6.88456184997582
33,10,3.8631377112395135
33,9,4.201248630793531
33,15,2.1855687964710944
33,8,9.469589645823122
34,40,6.964819934459479
34,44,6.101950521078113
34,9,7.721554507699844
34,7,3.270552654408243
34,2,8.001336687855717
34,20,5.326845402886564
34,20,8.056867402500721
35,34,2.5955900510626986
35,21,8.512140955383032
35,3,6.913865031682231
35,13,4.305595079382355
35,29,2.7361941506573775
35,34,7.128473742074655
36,41,7.875074263496423
36,41,0.46529880386257716
37,20,8.156951690618982
37,33,4.676503310998267
37,5,0.7774604271448871
37,28,1.9625815372994293
37,25,1.4614040501357317
37,27,9.841446396401707
38,41,2.0917006056624343
38,1,2.4017499242690166
39,15,2.324129706726744
39,38,9.441442679668905
39,16,7.676027227285415
39,38,2.4502628614526234
39,22,8.048437774518595
40,30,4.81976571603548
40,43,0.9681084142185747
40,28,7.282834885903794
40,1,8.788603680218268
40,1,0.9649712468883231
40,32,6.131656138721302
40,27,4.106134462900815
40,19,6.360180988550621
40,35,0.8493033160476915
40,31,4.5703335967005065
41,34,0.39700709973328197
41,2,0.18509462372832686
41,28,1.8973091508676843
42,15,8.274156512336884
42,23,6.623316127123365
42,9,8.1081618167227
42,41,1.0973584987721408
42,19,4.067136034366423
43,44,4.075455536179299
43,7,8.879883503424209
43,26,2.3221144319032625
43,1,0.2652789406656275
44,28,8.548965593166047
44,41,3.444291214432086
44,14,2.642779342651079
44,24,8.698730045734559
44,40,8.112708300522547
