u,v,w
0,15,8.109602599252046
0,35,9.382572446928057
0,7,1.0516025944453378
0,18,1.1765136613397187
0,29,9.06473743566607
0,26,9.87152793381604
0,30,0.0513480635937813
1,8,6.965499100875378
1,29,3.4096850554063742
2,32,5.0673649084545715
2,27,0.4122012727912516
2,0,0.9387132809585064
2,15,2.5643044711751983
2,26,3.098591607974155
2,7,4.558199349915242
2,33,5.184548609425818
2,22,3.392933988315141
3,19,6.084308444654139
3,16,4.290836707602995
3,22,2.9772521633186297
3,15,1.3838904076659264
3,25,7.623763138979452
3,11,9.872475999517285
3,29,3.267959643581694
4,24,7.958576093254659
4,6,0.32271949333874117
4,18,5.061754821797212
4,33,5.835446158659229
4,18,1.5796647236715489
4,34,5.280275727681239
5,29,9.342592303507036
5,16,4.191068383577866
5,10,0.6922503702379801
5,23,4.240828808211993
5,0,7.634075817453143
5,1,8.052286837412444
6,30,5.209302786987684
6,15,9.111559970363597
6,31,7.587614762368337
6,29,7.972754475566943
6,27,2.558909864884474
7,23,4.114147867238113
7,25,3.454763457566802
7,20,3.5123886581036112
7,26,0.20764999892080804
8,23,0.09586481174004069
8,23,9.132127247803353
8,7,7.244911317608449
8,19,1.2766191760285672
8,1,0.32685194303535003
8,9,6.068675432461906
9,21,6.655774202244064
9,36,1.8591935086640854
9,17,8.262166946571854
9,26,7.87641727979163
9,36,0.4758491413350241
9,26,9.793361558404655
9,17,1.8765469610825425
10,7,5.347333502972646
10,35,2.0080362793202147
10,35,4.917783705856774
11,23,2.9720441528086763
11,14,5.54090011877917
11,1,7.599947601212117
11,27,4.149007668454012
12,18,5.875594531895205
12,2,3.1971093175515994
12,30,6.014385059906598
13,5,3.213741106010215
13,16,9.319480079785707
13,0,0.3496189259154181
13,34,0.20597541295635957
13,18,1.9600532344755106
14,31,9.684518226801057
14,7,8.046564927951266
14,31,7.013078830026612
14,8,8.830204047160713
14,4,2.7035497744804946
15,24,6.335063171295161
15,31,7.272109936678618
15,8,0.42132214269630874
16,4,3.189660101679702
16,7,8.685125724643086
16,23,3.44386941468128
16,6,8.96366439932033
16,2,8.283698945333986
17,5,5.79292979805985
17,12,0.6234826384998893
18,33,9.940034828039607
18,29,1.1820283382175645
18,7,0.5605001539240173
18,34,0.6248040337173444
18,37,9.940363798656753
19,27,4.4689336543832345
19,20,3.2185900667012968
19,11,8.957197229723063
20,4,3.1190563597402954
20,7,6.508600105745995
20,26,5.2603885822528795
20,6,3.9012149493349235
20,8,7.964233543456887
21,2,1.1463458840776208
21,6,5.994094955757538
21,31,2.0595526644082818
21,11,5.252711074538072
21,35,2.3557477555047823
21,28,3.064184258554574
21,23,7.614715448058
22,26,2.5436718483459018
23,2,2.0703370303892434
23,5,0.7910813184663823
23,20,4.6559927768931
23,2,5.025830931112277
24,9,6.782564520225964
24,15,2.1433585875785264
24,19,7.952063425549294
24,13,3.9675388672973675
24,34,9.755897823165512
24,12,0.780046264279366
25,36,5.348136337427735
25,20,8.79503291060089
25,3,9.247991624652439
25,33,8.05855326738267
25,34,4.713591795471045
26,37,0.4114829598630143
26,9,3.129398108791163
26,22,3.1932319958482314
26,29,2.9381926563748695
26,8,4.660963829592325
26,0,1.364590927645497
27,20,3.1687983313130674
27,33,1.0368022163522705
27,15,3.129170969811973
27,5,4.066524370634257
27,9,7.8033149419140155
28,19,6.025818736928345
28,19,7.4113290591733225
28,34,0.5367329187859504
28,13,9.696333857179072
28,27,9.833610510082396
28,18,1.8225347790661306
29,12,3.9483781843665655
29,13,9.44298132274422
29,37,1.5397597643640704
29,23,2.5725981405713827
30,36,1.5650852248953429
30,32,7.538703771820467
30,17,3.910523121596645
30,4,3.2310179140187048
30,3,6.6883891976988785
30,24,7.29850566957002
31,4,5.789337173262781
31,37,6.439104796796807
31,36,8.107623459298999
31,37,6.927781399634158
32,12,9.593900747020637
32,9,4.432190216881793
32,22,3.3588244685751167
32,30,5.045152416151372
32,6,0.6428927961649855
33,20,1.2794237980643552
33,15,9.474433771372281
33,3,0.5189139297768908
33,1,7.678250251238474
33,21,0.3668093019899821
33,34,7.674606698480196
34,3,4.485147408696548
34,8,2.4775487334040025
34,33,2.671668873448645
34,27,9.244343123146471
34,17,9.477582934563163
34,33,4.306127512974022
34,24,3.4964199904926807
34,14,3.2365155770468745
35,10,6.347787809718806
35,27,8.325561527520133
35,13,3.0522135246741677
35,6,0.48562814803562726
35,33,6.826815804134695
35,9,8.139796213541704
36,31,1.903742528279655
36,18,2.0602724479473755
36,32,1.0848935037216367
36,24,3.7801348027826744
37,22,9.581825003327886
37,25,5.963013498027014
37,12,2.524365262333208
37,28,0.1054231666254335
37,8,1.5556648615109225
37,12,6.967695478099526
