u,v,w
0,11,9.325179941223855
0,5,5.937752005071245
0,21,6.196750956737171
0,6,7.08192592788659
1,19,7.547702679956315
1,5,5.670706480893158
1,8,9.715883278749866
2,21,1.2715761521282776
2,10,0.04735075034185798
2,6,4.234226077718567
3,6,8.70275372298927
3,15,1.0101388118196297
3,8,4.4752356970065765
3,24,9.858216914610427
3,21,0.11118782146920636
3,13,6.650574569851692
3,11,5.164936075234838
3,14,3.5048658713592973
4,8,0.37503629715819664
4,9,5.00527485830479
5,6,5.6314679987702165
5,18,7.590894824945559
5,9,6.3636573809829065
5,11,2.9765120408520165
5,20,8.789928507912661
5,14,1.5246741923352825
6,14,7.413624628480104
6,16,6.886823978011432
6,10,8.053154414776962
6,12,4.481102314569232
6,23,2.4702633051753073
7,8,3.9447804508921482
7,22,7.5341417363773076
8,24,1.34865364679565
8,15,6.888898724177848
8,17,5.861828627367513
8,21,9.354671651384304
9,13,5.555611029761103
9,21,7.755288491959435
10,23,0.19888594532906367
10,15,9.329320403500867
10,16,5.92696334592855
10,14,0.6471453623503509
10,11,8.310473282156543
11,18,0.24549622702872975
12,15,5.776852676374653
12,20,7.297650837047566
12,17,4.146014781439944
13,20,7.754115758721582
13,24,4.306445950949424
14,21,5.2497509867400325
14,20,5.2358010528631125
14,18,6.047325895021341
14,16,7.855871158635962
16,18,7.05138478220816
17,21,4.966500394704891
20,24,1.1731961709784444
23,24,2.55539462741994
