u,v,w
0,39,8.025368515793044
0,21,3.8162057477400646
0,31,2.286377798279026
0,24,2.847374148986399
0,13,1.4517747672521086
0,33,4.8023647661948985
1,25,1.6965984149443947
1,38,8.648095179064828
1,42,0.5402048696405859
1,42,1.9713027626292823
1,7,3.2759195625940816
1,42,9.458349621875957
2,23,9.64678466630944
2,4,2.8678065436944578
2,16,2.328686656004643
2,26,4.811577359187893
2,32,7.1558080735485285
3,4,8.106398319705068
3,23,8.949242776179226
3,2,6.695216637716767
3,0,4.309180015776067
3,36,3.157606403892385
3,31,4.313483392603176
3,5,0.8893622319745298
3,0,8.748980301457838
4,27,5.2988233635350905
4,10,6.981166429721193
4,2,1.228121457860859
4,31,7.974213385572021
4,19,5.461066637528874
5,27,5.818209490945513
5,8,9.11435942741768
5,7,2.252706608403029
7,38,1.0827377626717438
7,42,6.070612875608804
7,11,7.715581444776431
7,45,1.3183610966042958
8,0,2.0855275328914713
8,27,5.814110407013054
8,30,4.958040763239438
8,3,2.211075328163794
8,22,6.919206095309383
8,9,7.74155899228587
8,12,9.438449145680552
9,49,1.5815617515171787
9,7,9.933940017414267
9,12,8.418174529224068
9,39,7.883339685748033
9,15,2.178894832749514
9,20,8.208732217138564
10,1,7.407903725556944
10,9,5.026511297704275
10,31,2.6607941564358195
10,15,2.7945978854445217
10,38,3.598746279060645
10,21,1.919348236628008
10,45,7.161795262167015
10,22,1.9768794659201316
10,22,4.40469565804654
10,12,4.493757074667255
10,19,5.523196825479793
11,23,4.480828162407828
11,38,2.4235406867957074
11,6,1.8400131355685978
11,48,4.591536332725392
11,24,6.811843917950976
11,13,2.3485268124503667
11,3,4.849693217349685
12,5,2.1175658624686475
12,3,8.841315047841189
12,17,6.993066343525873
12,32,2.2929144175696736
13,19,5.862331239815668
13,26,9.659688562962913
13,38,7.546949837369089
14,0,8.087362504865238
14,6,4.732425332847648
14,0,3.033954796986845
14,19,5.00246926319387
14,34,7.0389524896384
15,16,5.3895560471506885
15,23,9.674095449082111
15,19,6.269537798969813
16,37,5.9240424054364205
16,10,6.877093624030045
16,40,8.095444060531353
17,7,6.126941363064305
17,47,0.9281594532603532
17,37,1.8393041131797083
18,46,1.1425691382265657
18,2,2.789496997970633
18,33,5.504344898095887
18,31,3.501011389182632
18,14,4.810199659455565
19,28,6.605928657341801
19,9,8.676463331178057
19,43,5.832058842443308
19,1,5.834114776390696
19,47,2.8152059912017746
19,30,8.088183810781656
19,13,3.349508649334271
19,18,3.721463140707606
19,23,0.6560187072197687
20,44,2.007546109152808
20,33,1.207967588824821
20,43,1.278710577551988
20,4,7.850435605029174
20,30,4.48487425870688
20,48,5.118959198532432
20,5,0.1785291876477546
20,1,7.7082640914712695
20,49,8.076512477549523
20,2,7.99878504448298
21,4,9.345804180746818
21,25,9.269472703567903
21,8,0.9141588726763838
21,0,1.6962901489512339
22,0,1.651646160755692
22,19,4.71628173357918
22,46,8.223030973621135
22,41,2.9656591272659663
22,48,4.380635581021678
23,28,9.458059301109072
23,4,3.9111647379071126
23,6,2.891836808500404
23,0,7.165354144118696
23,40,5.879971487452284
23,20,2.8369402609830328
24,21,0.37020813515004414
24,35,6.510469028367619
24,38,0.9812721558788506
25,3,6.066714172366902
25,20,6.752189030377107
25,34,1.709362001343382
25,41,5.0228467685136735
25,2,7.119497721427413
26,31,7.189330199885317
26,42,0.6526479231236615
26,24,4.793771062967982
27,36,0.35035741581656565
27,46,7.574899851659726
27,40,0.7260383055750297
28,47,0.3588942525129801
28,11,6.130516238187504
28,42,4.171232445024605
29,37,3.851678320734612
29,45,5.769250079056017
29,16,1.743617183311964
29,26,5.612298181765622
29,28,8.741629442963228
29,17,7.318463919897711
30,15,3.681138002375779
30,18,2.2026541168298763
30,17,4.996415648851235
30,38,5.115643742234193
31,7,1.7858478930176958
31,1,6.249156255916462
31,37,1.511171716940073
31,10,5.242275343854985
31,2,8.403036390760448
32,27,1.9664295567563383
32,23,0.1773098655380001
32,33,2.829677516323017
32,6,5.469882049189656
33,28,7.476952425318143
33,21,4.389117606487696
33,17,6.497718548756287
33,35,5.306762892233962
33,22,0.5521670430508563
33,22,5.5952997377645115
33,3,0.0036177669671455526
34,11,4.05846627223359
34,20,3.9902562982423584
34,0,2.002485068454851
34,32,3.135727076584952
34,14,0.4048262463213914
35,13,3.2671302354930187
36,24,0.03250418647092301
36,40,8.61238160938725
36,4,1.6108411220035201
36,7,4.831655771637937
36,41,6.57047785204738
36,15,4.768957936868996
36,37,1.959566369083643
