u,v,w
0,12,2.318348655872545
0,4,1.7415792603674063
0,5,5.512753645665423
0,11,8.584484807126694
1,10,5.7588469205408765
1,30,9.77608816337451
1,13,9.904479297601748
1,40,3.3974904281197804
1,37,8.594801544010016
1,40,2.95555855504856
1,25,0.444380060859626
2,16,1.4440420721770864
2,7,1.0180364169980605
2,32,5.1275546645373
2,3,8.525327051107723
2,10,0.2585774413837927
3,20,3.363693032910875
3,16,9.861794272807996
5,29,5.097764452906847
5,16,5.776408299198766
5,11,4.42571350783968
6,40,8.30147978247847
6,26,5.935494856969093
6,23,1.3592759184840553
6,18,0.8167284119413853
6,17,7.635248367596495
7,28,7.0217858082598354
7,36,4.492224440068046
7,39,6.229919419576667
7,19,6.927640322046927
7,9,8.880918186859803
7,11,5.334361834456769
8,19,6.12528308865679
8,4,2.8382391507938576
8,27,7.1251856804613585
8,19,0.18391693913467067
8,19,0.5651544524035157
8,35,6.265816821034908
8,7,6.96785401569484
8,29,0.6347522650399939
9,11,2.5143394968858024
9,2,0.40441879308633855
9,25,7.252497113038105
9,41,3.806786802665293
10,3,9.913974960285081
10,16,6.907076764146396
10,0,2.94320743542365
10,34,1.2335320303227093
11,41,1.8646142035296265
11,24,5.640385416934871
11,20,5.9460030499425365
11,26,8.358052752098637
11,26,1.0730174603293663
11,10,5.11569831237178
11,14,2.410572062157972
11,10,5.166862328962932
12,33,8.499590706088437
12,37,0.01315280155196552
12,30,8.580955212987506
12,7,2.550127940903745
12,38,7.992227706045024
12,3,2.5485200702334176
12,20,8.77478051429244
12,9,4.3760975567561475
12,3,2.9504247292023846
12,13,4.253438020278199
12,6,8.080439155194107
13,26,1.9389165228749472
13,16,7.353134900289037
13,23,0.7614700273604991
13,17,2.32496875013119
13,1,0.18843346428240704
13,22,6.5750864247061696
14,27,0.6403445878180969
14,32,9.425834501231922
14,25,6.488589302420786
14,29,7.431013826445078
15,33,2.7120319454689623
15,2,5.166481109661446
15,21,4.795023824092204
15,3,8.209917490740361
15,22,1.3239928965004655
15,37,3.959750768498973
15,22,2.386002559661502
15,24,6.159985163365581
15,4,7.5039801422686425
16,15,8.204984456979387
16,26,5.788372662894526
16,9,5.233673524777044
17,29,4.404104233886815
17,4,6.52436621876496
17,12,5.411863624083266
17,0,9.182339743138808
18,4,0.6158343467038829
18,39,9.7978282631345
18,34,0.6711943928997366
18,29,2.1082624244022465
19,8,9.761728824328523
19,21,5.69239425101992
19,41,2.959654955049605
19,3,7.477586423213775
19,0,3.507896653931022
20,32,5.018332864244038
20,10,7.487094566762263
20,15,7.869943249715306
20,7,7.396503703528863
20,12,5.875039908255425
21,11,6.681537916769798
21,24,6.182134694574749
21,28,0.9457680486943998
22,20,5.101502383309908
22,24,6.247740856911487
22,1,6.923448941101746
22,9,1.6004849678285604
22,13,9.581808765733799
23,8,0.2117770317208978
23,24,8.539372557293973
23,36,7.8188547152133205
23,35,4.674645616809476
23,39,3.3061704163796692
23,17,0.2642470417758369
23,33,7.032561605418616
23,11,9.5233807436173
23,33,5.557597718510755
23,28,7.712414048348659
24,25,2.760861954670527
24,18,9.052957169452045
24,37,3.020590919270427
24,27,5.810244214486104
25,5,0.08509298450645075
25,10,7.997270948941764
25,36,1.6389235550205106
25,15,8.244995675887964
26,34,2.3018430561369865
26,5,7.250461084945278
27,33,2.3414767409624773
27,5,5.3479933058261855
27,6,7.431689520002902
27,11,3.0005977780061057
27,32,1.9166291815124537
27,26,9.887778126687916
27,36,7.491793489702068
27,7,5.262903779556945
28,24,4.74275963803553
28,20,9.597990539549276
28,1,9.166171925354387
28,10,9.892237198375831
28,17,7.828809104912261
28,25,5.048401106641693
29,23,8.06942275255856
29,3,4.88786195630638
30,21,9.54658209237127
30,13,9.696283786272431
30,19,8.261046908237526
30,40,4.792001833419449
30,38,9.928981830167675
31,20,5.22117938423798
31,37,9.892760108035997
31,34,3.5589438071333133
31,12,8.0346245225234
32,40,7.603886621268234
32,19,9.781602792845781
32,15,7.5721968915364695
32,19,9.68836448578468
32,0,6.734742110651971
33,23,5.933578688871869
33,22,9.763714203174352
33,22,0.2488435040022241
33,4,1.7612824979340902
33,40,3.0799047564911595
33,23,1.0018450085712571
33,5,1.5793510646997044
34,27,0.8614120928750868
34,6,3.2161795025107964
34,15,5.469118245568321
35,21,1.5721875317390377
35,31,7.800471201651109
35,41,0.5353004861217148
35,40,5.927317370699251
35,8,8.808085298117525
36,18,2.59779417049438
36,3,3.6972858181704593
36,9,5.5676997132015895
36,33,0.3355613948241343
36,29,5.230442802925655
37,3,5.697705408109775
37,33,3.163994958969887
38,28,7.697417898642705
38,8,6.467296851458611
38,1,1.8072274106068964
38,11,4.362624092344306
38,3,9.37527952447574
38,24,8.409563732689628
39,3,0.2511085674636482
39,20,1.5379154935134354
39,28,1.3556543376426722
39,2,5.621911970064635
39,6,5.030955128516751
40,9,3.2133048201978953
40,31,6.495723660889521
40,36,8.853392094633325
40,31,5.704802923452968
40,38,2.068467517304665
41,30,6.9869151083101855
41,6,7.596506291649576
41,40,3.481467127527207
41,40,9.37510560869897
41,30,6.100306705877896
41,39,9.32903088176332
41,38,2.6741118345335755
