u,v,w
0,10,7.745437171875355
0,11,0.44613606785464666
0,3,0.36045142408203
0,12,5.0499708813747555
1,4,7.111860264582017
1,13,6.7277992156483455
1,4,8.497103828318366
1,12,8.419523687963515
2,9,5.714920783111227
4,12,6.093345011487728
4,10,3.504956224897122
5,3,8.255981606936203
5,7,7.1080194265288075
6,15,1.5643033259338557
6,16,4.144030938325502
7,11,7.049058896025221
7,16,4.811181683207172
7,13,8.731702368634348
7,15,7.384302875319511
7,14,4.1354950021741
8,0,2.656047892157577
8,14,6.661016898858455
8,10,6.781771370581746
8,10,7.956200751617502
9,14,3.4269119616564705
9,12,9.924791874514597
9,4,2.1552591739084015
10,11,7.414415190208805
10,12,2.832153062680516
10,13,2.143066656433149
10,15,4.208999798411392
11,9,8.141135145350987
11,9,3.8639644495412826
11,14,4.141829029316494
12,4,9.87805000425764
13,12,1.3599987993092932
13,4,3.7031864701501105
13,14,1.8306305766765973
13,0,0.69591306691416
13,7,9.498004409034396
13,8,4.775239763670313
14,7,9.308276732907316
14,1,8.850143241306927
14,16,5.346110875230932
15,14,8.748235529387308
15,4,0.8439364930855575
16,1,4.899717947397868
16,1,5.528601963693596
16,10,0.14804568724455458
16,10,5.093519402015857
16,6,8.119312826917605
