u,v,w
0,33,2.8671432427887424
0,8,7.567947799366161
1,25,3.4741187954099972
1,31,7.653518957277887
1,35,4.988627886919318
1,20,4.798660298427926
1,4,7.7592690645425035
1,13,6.931265406476382
2,16,9.762001453794976
2,26,1.7487336862107872
2,36,5.840705649050485
2,15,0.961794521070205
2,31,1.9863369640326156
2,7,3.668370536114703
2,27,1.5231338743612322
2,6,9.818476049755322
4,21,6.305849182316638
4,19,1.495894926098006
5,30,7.550240771363066
5,22,8.787726933805068
5,12,2.4882887545510557
5,24,3.1280400623998874
5,0,4.966083866819474
5,25,7.264623099194518
5,37,0.477078090810672
5,1,3.794989678044125
5,2,2.524586190369713
6,1,6.507002505437259
6,8,7.320371145282397
7,8,6.228275355444389
7,41,7.2124748042605615
7,2,5.421774903313427
7,4,9.964940447309019
8,17,7.086980381137028
8,24,6.754562541512506
8,13,9.40511040046418
8,5,4.281725753116277
8,12,1.7903518391524276
9,12,2.9585438593822833
9,26,5.338165451708675
9,6,6.7916825959641365
9,2,6.650293689962831
9,0,6.7588691048421
9,8,8.658690986355008
10,24,4.503532208288026
10,42,5.123387231934895
10,6,4.5785824753590285
10,3,5.482788065325526
10,19,0.20451596511654735
11,15,0.5336609647485979
11,15,7.281312807099627
11,13,3.468241587324198
11,4,1.8415806084352049
11,34,9.971525223248172
11,33,0.23995381827603857
11,13,2.4860387271519224
12,9,8.82263319549992
12,16,6.078614896875241
12,30,7.32592547205441
12,23,3.9169164709395297
12,40,3.972891063590539
12,9,3.0206193849908836
13,34,2.433293649517255
13,25,7.348622844148056
13,27,4.869513710674312
13,29,9.333930173992583
14,39,4.344997713905529
14,1,1.0320348285492598
14,40,5.7706971002961645
14,24,0.16505065883842263
14,4,0.9736792248188242
15,24,0.4577958102116686
15,34,6.099655867184035
15,31,6.085347766765789
15,34,3.389896949583754
15,24,5.4049797038933
15,20,4.577409241746045
16,26,8.317309002065379
16,14,3.006357324635708
16,12,1.9508888018986281
16,9,8.535224286442421
16,20,8.142591961246087
16,37,0.31658873399965204
16,7,9.336586691605149
16,25,4.678118927757869
16,27,7.493770843546063
16,0,8.670748546285768
16,32,0.6641600082578214
17,38,9.65738229223472
17,40,3.29781075790081
17,7,4.177735962531454
17,22,3.193993227333399
17,24,4.143767250571255
18,26,8.87335583842328
18,13,6.630287925730764
18,33,1.5938563004606332
18,26,2.377927188447968
18,40,4.513106716648299
18,12,7.079064290904097
19,23,3.8381997734383932
19,14,5.634078439277906
20,35,7.513584691248878
20,36,1.2841866515432876
20,37,3.632671736538813
20,33,8.346831281822904
21,23,0.33545463743676396
21,30,9.663417575380922
21,27,7.5078659929315075
21,24,9.846350998491392
21,8,0.44826824367697693
22,23,6.2104879026706525
22,6,3.9931169195354843
22,41,7.432046383458815
22,42,1.2649392268127546
22,1,1.3502790456839797
22,34,2.7977622293178097
23,15,7.187258009801228
23,21,0.6722232558836683
23,20,8.785535228449561
23,7,1.9282856286625727
23,39,3.7266687668462306
23,37,5.549381209867552
23,5,8.878058581664826
24,32,9.2961817384851
24,34,2.3949036211573613
24,11,0.6725355186706472
24,21,3.4928325163583662
24,42,9.180907383847918
24,9,7.274636311107145
24,9,7.304021721244402
24,31,8.353906414336896
25,5,9.241463166091954
25,13,4.573751526434498
25,39,4.086038486081412
25,35,8.489639171285697
26,19,7.758719804602938
26,40,7.7588627605879035
26,24,2.0367266153910037
26,5,8.122842914963144
27,37,4.274283046079707
27,41,0.7961519570490072
27,3,5.045294558038473
28,3,9.979255690339535
28,36,4.349185595865283
28,19,2.5879259316435945
29,8,6.316176216751975
29,37,0.9154395163263296
29,37,4.201104512139368
29,24,7.709632443894509
29,40,9.986418299135844
29,14,1.277797113793424
30,37,6.354131921165022
30,32,6.179515624143789
30,12,2.1174588298058006
30,37,9.357591810301678
30,9,3.9315734672612734
30,23,7.104767953587132
31,8,1.6533765751509455
31,37,6.816411474538821
32,1,2.414470496451467
32,18,4.370291054067513
33,38,5.31754339926986
33,24,5.424513499494688
33,5,4.795754570370882
33,35,8.032250516461286
33,17,4.834940042698204
34,16,6.317873257603946
34,15,8.284876541268412
34,20,2.893504599599015
34,36,5.333186654237611
35,15,3.186435367388306
35,24,1.6910885164687128
35,20,5.636306040357054
36,1,9.726471789269048
36,4,8.625624871541755
36,29,7.841420224911049
36,7,6.825012092661675
37,31,0.7664650789716443
37,17,4.448359365664354
37,25,0.26986856508346535
37,0,1.1852372619095042
37,29,6.642197871223905
38,42,2.59766911232676
38,9,1.5290498943500341
38,7,3.8535604080929655
38,40,3.527577451771945
38,0,5.562791424390616
38,1,2.344408788311385
39,2,8.877452915703124
39,21,8.679221162227314
39,0,7.865307222578468
39,40,6.795060487298873
39,18,5.073065096262649
39,35,8.638910587194566
39,10,1.8663418008739319
39,7,0.8033932285390644
40,14,4.818691683076124
40,39,9.804709626334526
40,36,3.053528147001133
40,3,0.5400555069854607
40,2,4.689397138428105
40,18,5.965605458351383
40,37,1.514775115414655
41,42,6.543718172304573
41,0,5.6584858399429985
41,5,1.6944002312605633
42,1,1.9839682390745683
42,36,9.321541811067235
42,29,3.085175751204805
42,41,5.89944948041229
42,40,7.393008733369414
42,39,9.805388504463764
42,9,1.2094460681580588
42,18,2.860265142827175
42,24,5.387571442143811
