u,v,w
0,26,0.8537773017923111
0,25,3.2324421740544107
0,6,8.614347354933948
0,16,4.643924380156493
0,8,3.050862354207695
1,17,2.491475235749827
1,18,9.20264260517093
1,0,2.252835042129834
1,3,9.568709171116982
1,10,7.736662924011747
1,18,6.403851851935002
1,28,2.440768502584929
1,26,1.665671939465645
2,14,6.536615383460847
2,4,6.866236330285994
2,3,9.649386514450988
2,17,5.756309819358373
3,28,8.071741964312695
3,15,5.373744715687016
3,28,8.202427217374733
3,28,0.7777547020415665
3,24,8.743020935113897
4,1,8.944505326163934
4,0,7.2756775337096595
4,20,5.013727548733761
4,3,7.080607984352323
5,11,0.16490502325572254
5,4,6.187125255841773
5,17,8.223343368350534
5,3,5.274909940748055
5,20,1.7992320401460482
6,5,9.744011748406534
6,2,0.019040196657262864
6,1,9.074101226220792
6,21,2.6059966456175045
6,20,0.1797900522968321
6,23,4.996721053860297
7,24,0.8444213881602591
7,14,4.629202787489344
7,23,2.562282730176233
7,24,8.371072254034711
7,0,2.554514746215797
7,21,3.318880265344437
8,13,2.0255039796191987
8,12,7.754272384323363
8,26,0.8368384562818598
8,21,9.584603365343863
8,16,9.764937513673816
9,1,7.908176887841081
10,27,9.024548626429098
10,21,6.665376566394158
10,26,0.19130424127721257
10,1,6.381278246196837
10,18,5.299229154173233
10,28,4.956500173672125
11,3,7.170258596644476
11,17,9.721876976490286
11,28,3.1264855748291085
11,18,4.6346122250691035
11,18,3.032567454786337
11,19,3.7014392554551314
11,28,7.743497165197086
12,27,2.6561999250643242
12,16,4.471723439500308
12,14,9.906822965066416
12,4,0.062264911085381236
13,8,8.386687158428604
13,3,3.5141681677589967
13,27,7.2485405983638715
13,9,1.4057892512354164
13,20,5.746601803557825
13,8,6.543448644098576
14,15,3.7589159180272844
14,11,9.854655405071336
14,24,0.9796522203601976
15,6,0.17472557515168963
15,27,8.028138350199466
15,16,6.594650611766547
15,16,3.519176049795302
16,0,7.4896301438550985
16,4,6.747058196915945
16,28,2.337710943048048
16,11,9.192787385573538
16,20,7.572885584279333
16,25,1.4567103561525352
16,4,3.095711862234797
17,15,0.957342765275897
17,25,7.921486772455728
17,26,1.470546863304757
17,26,7.010904521710202
18,6,6.2249034219812795
18,21,8.772445297335222
18,15,6.483078056703999
18,26,0.3373829556559993
18,8,7.2665725615035095
18,21,0.4569913473003373
18,8,9.452001193530254
19,2,6.443916969678028
19,4,0.7861770885576724
19,18,9.088496648630471
19,22,9.00869690374229
19,2,0.011225522435420743
19,20,2.494276182463928
20,27,2.3203232373546454
20,18,0.8338034874081757
20,27,3.7248556057353897
21,17,8.144660758089904
21,16,5.417065884402689
21,2,6.515343599783706
21,4,4.634869049215845
22,5,9.573769947439542
22,19,0.26123891943293565
22,7,4.1776722934758315
22,13,5.592364208227785
22,24,1.2970563151415415
23,0,2.617084589737214
23,28,5.828728541030753
23,25,1.7939754281167386
23,5,2.4881642117642078
23,14,8.580745000982224
24,27,8.789673289388569
24,10,5.506386423478169
24,2,7.480735840633516
25,7,7.5673045914175585
25,15,7.050248156607938
25,28,8.595579690772668
25,18,2.2450385980236662
25,2,7.546660987632184
25,18,9.825269343843017
25,22,5.310717588315627
26,9,5.244274330038312
26,12,6.542345457268388
26,27,2.42466425672333
26,25,0.0900433536828249
26,3,3.275926136662238
26,8,1.4223254595773138
27,3,7.9379752188056285
27,19,3.232025785047492
27,0,6.0614952577968575
27,15,9.674481907104358
28,10,9.735978535601404
28,9,3.3394444109655796
28,3,7.011208426621693
28,13,4.081085745541094
28,25,2.028838147490404
