u,v,w
0,6,2.0532008223628564
0,15,7.108670435873826
0,42,0.8603743307301814
0,29,1.8554416054875988
0,15,1.3202793849073458
1,17,1.3845117683064379
1,2,9.76387599616673
1,21,5.17827442968
1,20,8.58123308775265
1,41,0.5442900145643237
1,21,0.2918962721697471
1,36,5.3008527557770035
2,22,6.798712989588767
2,11,0.8733966754803235
2,42,8.091527422456293
2,16,0.7183214284293771
2,34,1.6579546272144308
2,11,0.3070290293943445
2,8,1.485623740410189
2,20,7.789403937438678
2,43,9.341699129895337
3,7,0.47868743086453724
3,36,7.876024856853425
3,14,8.85339563658296
3,7,4.346243924500655
3,22,5.434571232713821
3,38,0.16299776450345305
4,27,5.0616167048767755
4,20,3.260280143277281
4,8,9.351375195572322
5,36,4.529291699579043
5,41,9.335498063201701
5,15,3.6034451578394613
5,27,8.022587910783912
6,14,5.428004369551076
6,25,6.395536152962892
6,30,2.19886355075169
6,19,2.1004285682780113
6,24,4.969180213368602
7,26,3.0698725089495884
7,21,3.921825775795824
7,6,8.855611362074828
7,5,8.385525149268881
8,29,8.087168371999136
8,40,9.721123015694488
8,22,5.3951065389065835
8,29,4.333075219933882
8,35,0.8251094301022177
9,40,6.2583553929113105
9,25,5.06296412386769
10,3,3.9195066906259814
10,2,8.336334862674384
10,30,7.835843019856314
10,19,7.856872423270755
10,33,9.38561095114037
10,34,2.7426847919155692
10,20,9.36340482603888
11,27,8.485970079549501
11,12,0.44192621568816204
12,34,0.5174154642524764
12,39,3.3251198166431584
12,21,6.898663268041209
12,0,5.464333709534186
13,12,4.356131838545744
13,36,3.2374355801812826
13,35,9.752052332787084
13,25,9.632950937335291
13,8,4.5800657312271955
14,40,5.507349670592825
14,13,2.571282445703582
14,6,6.9375805286696135
14,6,1.1451022335976724
14,33,1.1035749155494812
14,26,8.477024618816694
14,12,5.78888136016543
14,29,1.871945197340813
14,17,9.242677722890345
15,28,4.143811242836809
15,31,5.290214218095213
15,21,8.998981874542102
15,35,7.968738720493086
15,29,4.680106861462601
15,3,3.402791599239041
15,17,9.872047871225679
16,2,5.440969196329075
16,31,7.979182761193129
17,38,3.361521080676091
17,31,6.995831680433959
17,20,3.4213312945603267
18,0,9.8370825450941
18,20,6.67628065811272
18,3,1.191683560254
18,37,2.6903282659307095
18,24,1.1953162078005553
18,0,5.2369159552161815
18,21,6.951500685630075
19,14,8.48426716118597
19,37,5.164328264670424
19,15,4.3547439624590645
19,2,0.7817490632963908
19,33,0.6031262603846799
19,1,5.947015334681857
20,6,4.106327635490966
20,43,2.173825289713692
20,7,3.1402003134570924
20,34,2.794235868916469
20,37,7.551405101492483
20,23,0.9814087877996958
20,17,8.266919332476883
20,6,8.102561621996303
21,27,4.528727803537933
21,41,8.761662043755635
21,27,2.9246298334145635
21,10,6.984050858961439
22,17,0.9410306194448559
22,11,1.1337618365447277
22,2,0.7867116361723991
22,39,8.24767955778154
22,42,8.32173684705902
22,18,0.4752618034397471
23,37,8.168560450574692
23,37,9.97295691576839
23,24,4.250569058366121
24,35,7.55316943281295
24,25,4.6058147626204535
24,21,6.440457823984593
24,2,7.113016747735238
24,42,3.6442241131566178
24,12,9.646236844264362
24,31,3.0746680884616753
24,31,0.07432991575816339
25,13,7.679481588737436
25,3,9.307155868923028
25,27,1.648861034623661
26,33,9.14090759989135
26,21,9.91746655459997
26,11,0.5565815148147601
26,42,4.352770616227398
26,15,7.328759169070079
27,26,6.919502802493264
27,2,1.4296083873711474
27,28,2.448072587679894
27,9,1.8412499304070795
27,41,5.8170434733953496
27,17,6.95661878659839
27,40,8.369439591039061
27,38,9.842928388759098
28,16,4.01900821085739
28,37,7.671932272806563
29,6,7.000927996255109
29,16,3.5965860300810357
29,37,0.7570119012946908
29,22,5.3267739005254775
29,25,4.4492205242582585
29,26,8.612343600158885
29,39,1.3472141795215897
29,32,2.007463659214923
29,27,4.738667397149801
29,10,7.5192359943091835
30,29,6.216071252934869
30,27,1.8399189878140987
30,22,7.480441076393621
30,19,0.7188075771464908
30,27,8.825644205208997
30,1,6.530608976692623
31,34,8.5360811665269
31,25,1.566100240334597
31,24,4.013661127022198
31,43,4.825036757333837
31,29,3.56326829452518
31,33,1.6236311963689776
31,25,5.173746383616029
32,26,4.3786266553891275
32,35,5.532235136555704
33,20,4.341690977426275
33,41,5.1919406866986595
34,7,2.054672960529703
34,25,3.29884494764333
34,11,4.880410792561346
35,40,6.249406258218929
35,41,2.4698693618947054
35,24,2.851213578321339
35,21,7.018355892147335
35,26,3.652657608323804
35,33,1.8567581136796285
36,2,2.7104704696326056
36,43,2.5302739444639553
36,9,3.3543088673468646
36,21,7.20301301577023
36,14,0.9203846121745074
37,41,6.748850666776237
37,39,2.87201384145785
37,26,6.466485819935251
37,27,0.36859489176308324
37,41,3.1896990320335594
37,33,1.8799288827028826
37,21,8.11211866737237
37,17,0.48455538200569137
37,25,9.295078269407975
38,31,9.926248704819356
38,7,2.5272208214161207
38,24,4.572381515196692
38,32,9.199276804867848
38,1,1.5734893609526068
38,4,9.040544190975009
39,9,1.3675238738763984
39,36,7.807471663953988
39,4,3.218349888575168
40,43,9.170683969244909
40,37,4.356186417738811
40,34,7.216308197392442
40,0,1.1136339703113851
42,2,0.6566944726436585
42,15,9.292398585466415
42,13,6.108230441763385
42,5,0.15250026813291684
42,24,5.023243503727334
43,6,2.034947434206187
43,17,3.73882309548336
43,18,7.6597267908566185
