u,v,w
0,3,6.958157217648713
0,3,1.0751484065221129
1,6,0.09613247846352424
1,7,8.167047284588751
2,6,1.0051052068833843
2,10,3.9055280397035643
2,10,0.9611718728928698
4,0,7.866868055998472
4,3,1.9074526177210716
4,7,7.423625933390267
4,10,7.961575447047955
4,7,0.4305049309480824
4,3,8.378365354135257
5,7,2.2611144090076363
5,1,6.90098163754003
5,0,8.407604929298158
6,10,6.754612912286005
6,9,6.437644199867979
7,2,2.791619201036364
7,0,0.3098560784832127
7,10,8.393943532067507
7,3,2.6753646772907347
7,1,9.685399879694184
7,10,8.49203909223785
8,3,5.6344099866054815
8,2,1.5067760341540426
8,3,8.991018882713199
8,5,6.799270486671083
9,1,0.7148763623825305
9,6,8.78932871702125
10,7,5.368299811424427
10,5,3.1601269875436797
10,1,7.497985975005429
