u,v,w
0,21,0.8342781115051545
0,18,4.900361584134188
0,40,6.166394951896736
1,23,6.8652316042375015
1,28,2.3905047542828415
1,2,7.166928134051325
1,16,0.08149332895627359
1,33,2.65420221501505
2,26,6.39395791128771
2,33,2.1074405040321045
2,4,5.656238885010295
2,38,7.483297001446583
2,14,8.743006511980276
3,16,6.086814230115395
3,27,1.9285481367634005
3,37,8.512202960111262
3,46,8.767960839253146
3,9,2.263500237285271
4,29,9.581518880527964
4,42,0.23866447287597126
4,25,1.4405124016510806
4,29,5.105289202546855
4,26,3.7474926776517368
4,24,5.128791832162988
4,5,8.384782099369476
5,8,9.846358549879422
5,11,7.73899252047788
5,15,4.4221408785837335
5,45,9.559044775069694
5,9,2.6835096500444378
6,27,5.9264132661891935
6,33,0.4054801667631991
6,27,1.6167710044254102
6,22,1.812977756861891
6,34,2.3165726767506145
7,48,8.914976521931505
7,20,2.1415530018000792
7,39,3.089301948576634
7,11,2.359309876640375
7,36,3.0171107616417716
8,6,6.126015636284153
8,40,1.7362124092151088
8,38,1.0769175364374683
8,25,8.728018591180666
8,36,0.3406287322921886
9,22,1.4799013678635942
9,3,3.2993328904518826
9,7,1.327775947058507
9,26,3.7438904611815707
9,40,2.371677317271743
9,12,2.1948500439651433
10,9,6.809961515188515
10,41,1.2116292244429938
10,26,7.228890622670007
11,4,9.683736929332541
11,43,4.896751417211961
11,31,7.678523705632616
11,36,8.410144720846546
12,7,4.3099891359720734
12,30,2.0722555520117982
12,44,4.84729922877039
13,26,8.998888390631533
13,23,8.328477102324067
13,30,2.290453297810787
13,4,6.785429123847897
14,16,3.8888047305669815
14,33,7.275669150444833
14,9,5.7557281736570065
14,25,2.6350682524074465
15,34,8.507465688348171
15,29,8.97043051393476
15,25,5.214292683729252
15,48,3.7722284512304647
15,44,1.3809765160220089
15,41,8.092612395192312
15,40,9.205258161675362
16,43,1.4794056531004718
16,15,6.748564190798306
16,9,2.902690434565626
16,18,3.7299529975647214
16,30,8.210960404413575
17,14,4.050635683625707
17,34,6.120978278493695
17,13,9.511329469762067
18,6,0.7978466024649411
19,26,6.154589188270845
19,7,5.757174598086163
19,12,0.8188108400196836
