u,v,w
0,11,8.751633436051518
0,2,6.931139867630726
0,11,4.916061446875464
0,2,6.252812573663369
0,4,8.627851133807205
1,7,6.542756147165897
1,3,4.25171673473705
1,2,1.1759282625829603
2,10,0.2700560657309292
2,12,1.3076560465266152
3,5,0.4200370925072694
3,0,6.148589165837018
3,9,0.9740282156670443
3,5,4.524546596141952
3,11,7.780888661119828
3,10,3.9914069208842493
3,2,6.839422376356405
4,10,9.8977976751933
4,10,7.378897213258884
4,3,6.689488604151212
5,1,2.8131012749319986
6,11,3.393309504314199
6,8,4.597297591862711
6,7,1.3247398256276632
7,3,8.313421696752004
7,11,6.174416917883313
7,10,4.181630840791439
7,6,5.381933734349254
7,5,3.104122470589412
8,10,4.1417945610630635
9,11,3.518163035730363
9,0,3.0384990794500153
9,10,5.441507120450781
10,11,2.4121478670746432
11,8,9.420851893275243
11,1,3.859063156365222
12,5,4.0940873743233785
12,5,3.6657994061656387
12,11,3.411294307973317
