u,v,w
0,19,0.6339285806264938
0,9,8.48826992324126
0,33,4.106895419516339
0,34,0.8783894083222121
0,26,5.10530400862094
0,2,2.858416147341083
0,16,1.7856384652881963
0,13,3.753108992130162
0,28,9.454433499319467
0,33,3.945636839142547
0,8,0.03730178641930593
0,5,5.008731375387471
1,9,1.86483094206501
1,5,8.601555832873867
1,14,7.244625211065159
1,23,8.079568936816447
1,24,4.024360757296826
2,5,7.141125974716238
2,34,2.3121725546738237
2,28,1.7473625544672422
2,11,7.0876487027279325
2,26,8.622927591971408
2,3,4.329523807914983
2,12,3.673051050791142
3,21,1.1717349175545855
3,25,5.65587815080975
3,29,0.25004325017287
4,23,2.4110504671850763
4,20,3.7292714078334965
5,7,7.81291359581521
5,27,6.836969998191317
5,32,7.704216753956057
5,24,9.650942193853663
5,26,0.8610446789964477
5,33,4.0824516351369935
5,21,2.764777357575171
6,30,5.0351269478509275
6,8,4.660487105004616
6,0,4.62363007354885
6,32,5.947668645590353
6,32,3.7688912374518546
7,24,5.236093001079205
7,9,1.334338976560674
7,28,3.005926153185002
7,22,9.168027426847509
7,8,2.031936323141271
8,15,8.229260303154941
9,23,6.639896448606606
9,16,1.0810708656739332
9,0,5.323637054506945
9,29,6.1836637109362425
9,23,6.091740550365006
9,20,5.034585733949849
9,8,0.9818813184277964
10,9,0.1676208473104157
10,6,5.521824034532821
11,28,8.119362815845456
11,18,7.781566757637451
11,23,3.0283666049256706
11,7,9.580463852038559
11,2,0.6649853287797636
12,14,8.505317682620788
12,2,0.9200426701590991
12,36,6.0372539390893465
12,4,2.4554918297003967
12,27,9.027531333072101
13,7,6.106839522863438
13,20,9.381702571281302
13,20,9.564410353722876
13,2,1.769740214105091
13,29,1.6537940539357654
13,28,3.467371434392698
14,25,8.520341012764796
14,5,7.214244363107354
14,26,7.524868717663048
14,4,7.722913984013095
15,14,9.372264855491544
15,11,7.697239741869829
15,18,6.609695715108184
15,11,8.123792070834641
15,3,5.487288821524641
15,26,0.17813551769501723
15,24,2.365606405184554
15,32,8.119501290748827
15,30,2.646223694453579
16,6,1.5221880114440545
16,34,5.034732006096702
16,28,1.189488747292753
16,11,7.783762778193118
16,22,8.272008683330021
16,32,5.406139957037449
17,31,3.1890309645240125
17,28,7.316714116793218
17,11,6.1315874877923715
17,6,0.5247738337288954
17,34,8.480214746150565
17,35,7.235994530848871
18,35,0.21190249995909793
18,30,6.461901354639078
18,32,4.879789350697225
18,28,9.831372155855728
18,27,8.651517931452648
19,22,5.940859695058892
19,15,3.85300398654274
19,24,2.1634162028779693
20,30,8.004429311434556
20,7,7.207014815351327
20,19,1.398420298616524
20,31,6.8181339225783315
21,2,8.253088941347858
21,34,3.362321500683385
21,22,0.05535852499076954
21,2,6.103236848133386
21,8,6.028257750287399
22,33,0.7540296631883703
23,8,0.9005869368575015
23,11,5.904230166369483
23,18,0.6213246126694261
23,20,9.203672379853126
24,31,0.5950611352633017
24,21,1.1712433972917413
24,23,6.971235602115976
24,36,6.184004517409645
25,27,3.086454615667785
25,24,9.226712474195423
25,34,8.375097136476302
25,10,8.787139134967585
25,21,1.1712086773448827
25,31,7.292059659932619
26,28,4.043118251170955
26,35,4.4490306189729365
26,30,2.107997295105968
26,32,2.268209245691849
27,22,9.780129198687291
27,24,4.668558413522248
27,23,5.916852353768746
27,34,3.462337723107418
27,15,7.613213054707845
28,29,3.2432357680090607
28,25,3.930555451602996
28,30,4.229598811917721
28,11,1.5887169042352833
28,14,4.225430409306252
29,33,9.307379448648733
29,4,3.318040067172594
29,22,7.747520206450053
30,27,8.33769745410465
30,0,6.794891514079299
30,11,9.588330435412612
30,15,1.6342776340574872
30,12,3.7694087876168836
30,29,0.7100256968989693
30,31,2.5312195348131903
30,14,8.062917372783165
30,9,9.092844764765042
31,33,3.722494987855942
31,9,1.296896008079117
31,24,7.843287269516981
31,5,3.7242563586259325
32,35,2.2178785441302717
32,18,9.650314062301263
32,34,9.333209400374612
32,9,6.7025533464012375
32,31,9.55897620673993
32,19,1.5253554454779994
32,16,6.888626837894706
32,29,4.910639552323378
33,8,9.99712694404111
33,7,4.504743379599512
33,3,6.695547869374377
33,22,5.669185643065825
33,1,4.149051352259986
34,3,7.8649193119171805
34,4,8.602979225366335
34,0,3.945552832769388
35,34,4.175825742932496
35,22,9.049113954653485
35,15,0.3237095284730751
35,29,5.4874900450953
35,8,0.21508962135219356
36,2,3.0366988407080764
36,7,7.358413175973557
36,24,8.51631901712986
36,28,3.704530642059777
36,0,0.11271735373172942
