u,v,w
0,16,2.290389303923026
0,9,0.5098331051001759
0,4,5.032263693689739
0,14,3.2906012132130136
1,15,5.3795357956954035
1,12,9.456594903134699
1,12,0.9753838254716141
2,10,2.4190626820428984
2,16,2.8220840286738635
2,14,8.414261041266677
2,5,0.265606229372215
2,18,9.991758015954952
2,18,0.6809279958628545
2,5,4.472224714524567
3,15,1.947948127018616
3,20,2.3651508836440014
3,13,6.210928186070629
3,17,6.565402790350236
4,14,1.9653933552077074
4,16,3.29362093269343
4,9,1.377865959226564
4,6,0.23131828673572108
4,13,5.00229090697494
5,12,4.621133927862974
5,7,0.3200058385454574
5,17,1.5927689943512036
5,15,4.788445206198132
5,11,0.14951124177432606
5,6,5.618280601210993
5,10,8.671814900382582
5,7,5.380864131090398
6,0,6.767061183603664
6,17,2.3807857533038037
6,2,9.744440260264245
6,8,0.5949663867717858
6,16,6.51385266768373
6,7,8.20772594693327
7,16,7.001626990916331
7,10,0.029966844779839574
7,16,5.305681018353592
7,8,7.034519501176706
7,12,1.1285741823683593
7,12,3.023990885492418
7,4,7.3050274977786085
8,7,8.608450484354416
8,2,7.740104295656662
8,14,7.770311046647405
8,14,9.56806303815946
9,16,1.0372970070206866
9,17,9.21258139038459
9,5,1.4595295723422674
9,17,0.4592990391955909
9,6,2.1506140999803636
9,0,1.2807135680587622
10,1,4.139767149314006
10,0,2.189844956093574
10,7,0.17235721845933583
10,18,7.976123285432371
10,3,0.43700853413422225
10,6,1.2128427387788931
10,16,4.209832494396575
10,12,9.585417811472128
10,4,6.135764703887858
11,2,2.3629485066715263
11,2,1.9783288391829068
11,16,5.227781708207582
11,9,5.395969007556195
11,0,6.462797922141278
11,4,3.4740167929470642
12,0,7.123875520646541
12,19,8.619730259578679
12,17,6.032287596774317
13,2,5.628032141110663
13,10,9.49932741151745
13,8,5.121784410584814
13,8,5.3587596921632406
13,15,5.044563290209931
13,4,9.154761222506604
14,17,4.378659980586432
14,5,7.531290320947026
15,20,4.062248415690508
15,18,6.006515141228964
16,7,4.188023720849417
16,13,8.94373179269696
16,14,9.233939777378522
16,5,2.522665647957949
16,20,8.032044823263208
17,5,7.321365784527884
17,8,4.94155879039784
17,5,4.017129067810234
17,2,7.325968013567889
17,4,2.2832586700925894
17,6,5.132546273567521
18,2,7.100158807295372
18,6,5.007929424886383
19,13,8.345629566152375
19,6,2.715537041808381
19,12,2.3340049333161295
19,11,2.7813358505422716
19,14,6.083867510524882
19,2,7.92422613790774
20,5,6.515436913338571
20,5,1.1377879933262747
20,2,0.9592746638950367
20,3,2.535934444958383
