u,v,w
0,8,1.5059334209957154
0,16,9.275441365256366
0,23,9.542959995557505
0,8,7.789612846978775
0,19,4.430472891237382
0,17,7.301983650794027
0,7,1.2524677292421094
1,2,7.720320955233284
1,28,8.758099656022635
1,14,9.278354546227964
1,0,1.835233705735112
1,29,2.2002205800348005
2,14,5.275664482379502
2,18,4.850851685542031
2,15,6.2488137439771885
2,24,7.150676821900156
2,14,3.573779261148008
2,1,8.98224171674637
3,27,0.3034031533024384
3,27,9.387576379100043
3,10,9.962362732923213
3,10,2.308967357995655
3,27,5.171977895240023
3,19,3.8103101326920386
3,17,4.656259738607135
3,21,0.27248599460418466
4,14,9.715503871342086
4,28,2.8827305081766696
4,17,3.082236101510131
4,23,2.2424277325343365
4,29,2.624821521298679
5,25,8.257997027412445
5,19,3.7894571529650634
6,5,1.4812456161582765
6,26,0.26003936549746864
6,0,2.4003702552389763
6,16,7.501091464612582
7,4,4.04367926611974
7,21,2.354170755201237
7,13,7.640957282280557
7,31,0.7819626205008223
7,27,4.269493559179512
7,2,7.677859519250986
7,5,2.297179547271254
7,29,0.07436948158234369
7,29,1.5745987999159095
7,22,7.070365871471724
7,23,2.8253997640949002
7,18,5.853335653954388
8,15,5.780991116382634
8,16,7.787787674296939
8,32,1.1238562725922019
8,20,8.004140590196801
8,14,6.848243155838526
8,20,8.469054683613354
9,16,9.990185912910697
9,34,8.427989332778075
9,21,5.431188112127496
10,19,6.507466572312146
11,34,1.2335974125170845
11,10,9.734968101792607
11,24,6.312975789324734
11,27,4.8018609093619355
11,17,0.24531220437386425
12,0,6.236508647558838
12,24,3.7940041937576696
13,5,2.2478147200442447
13,12,1.5943353175317532
13,3,7.174087535147363
13,22,8.636541976952502
13,20,6.9248445319793674
13,24,5.126521232506237
14,20,5.775027801060229
14,28,3.144803334624242
14,34,7.916765477709088
14,27,9.753537238563169
14,30,0.7854798369160509
14,30,8.102330189275445
14,23,4.555026345813507
14,13,2.2976380570421795
15,9,0.16881916631914295
15,17,5.236582048805907
15,0,1.4170005147230114
15,3,0.19462165674345
15,7,9.992175714515154
16,29,5.916037989641635
16,20,8.45079766796444
17,11,1.9490776763346518
17,1,5.896373343691793
17,34,8.377591673869546
17,32,9.810462051877625
18,32,6.4733879056196555
18,20,2.7063730561181165
18,26,3.47948843625713
19,2,4.763752426240745
20,10,0.14168130867204143
20,21,2.42240823194392
20,4,3.600747388459947
20,11,4.005447554367976
21,0,2.5594456069478144
21,23,1.5659497456517701
21,12,8.753116143957744
22,8,5.964461960381355
22,10,9.673454038946069
22,5,7.102778399405217
22,23,3.290564752072264
23,6,3.1578196333228647
23,1,0.13435093184256064
23,12,8.510573746360059
24,16,7.999320871046921
24,35,2.5395677239166026
24,29,7.821635018773843
24,27,8.690487321807097
24,19,9.882444718301496
24,7,4.878697651726655
24,29,1.879490489004353
25,13,9.158391192264933
25,14,6.541563398769745
25,16,2.3971942296520954
25,5,4.6110956551779285
25,27,5.539780248384872
26,31,4.335644862959347
26,27,6.441472994040681
26,30,0.1460260165243188
26,18,7.15637283942214
26,15,0.14742668788836122
27,28,0.3565949586165096
27,14,8.729106466956502
27,11,6.274041598415126
27,7,9.652833380596531
27,9,3.9769046122718823
28,6,9.392111975049474
28,31,4.933565768310745
28,26,3.7305535225044792
28,0,9.613989155468246
28,8,2.290125904115763
28,6,5.548416192924387
29,32,8.881036844062228
29,11,8.41103447717719
29,31,1.4945665166826283
29,6,4.7421123526415165
29,31,4.318402517472565
29,28,7.389288860922817
30,25,4.155239233433603
30,0,8.780993495583983
30,3,1.9931625176786105
30,23,1.7347545925511354
31,15,5.744919239620273
31,32,6.330892421515647
31,28,5.99088668729558
31,23,0.4788897749784915
31,29,2.316571133498008
31,23,5.697803551705497
32,24,2.5084282908832733
32,20,9.376067597305177
32,29,7.478115261175553
33,19,9.247376094264428
33,28,7.7706477104623755
33,18,7.237660397525907
34,7,6.737021390991852
34,5,7.504668771801752
34,10,6.622223471019492
34,12,8.121225371822124
34,2,6.028196116233529
34,23,0.4516244612231246
34,29,9.686342303941997
34,18,9.671313873724088
34,26,9.216564885708728
34,0,7.638048524317278
34,11,0.42344488681970716
34,6,5.672533591498519
34,3,5.330928702853486
35,25,0.15311757583803653
35,31,1.573712407671043
35,14,8.099140445960602
35,33,1.4075949146117472
35,18,1.7304459366902003
35,13,1.8028396648031242
35,15,1.2399534559982772
35,17,1.1135870864400788
