u,v,w
0,3,9.99821239601425
0,35,5.31926148110172
0,2,3.0497239692757727
0,26,9.254512582918355
0,35,0.487480697221494
1,8,0.21508430781455146
1,3,4.12995946276646
2,6,2.626466174641341
2,10,4.4625606455659845
2,8,1.3588359995485588
2,28,7.481727316512154
2,18,5.293667832558928
3,27,7.304700657451755
4,22,6.635288316510648
4,28,6.802660420286043
4,39,3.251474111060748
4,23,4.128958239777053
4,17,2.821925765613149
4,12,5.630965342296358
4,31,7.7768663514159675
4,1,0.42263773982326946
4,21,5.909795479728395
4,14,3.2205146456278144
4,16,8.347746311228775
5,22,2.246706330657182
5,3,2.7438646040815917
5,13,8.172744353649913
5,35,1.0331434690350594
5,16,8.383771974051587
6,40,8.035324570328278
6,5,1.3948355401243218
6,2,9.73087101488327
6,16,7.75956776592066
6,35,9.752653642261546
6,18,8.071585186538007
7,21,8.150600741576197
8,14,6.97697868362975
8,21,1.3779011342080039
8,15,5.577741254461996
8,20,8.002400682321738
8,11,3.4021639869846276
9,32,5.611576871579274
9,1,4.186072728007363
9,13,0.6423698497043517
9,12,5.319438940113411
10,16,7.703504529905293
10,4,6.161336991988925
10,0,4.384173322940592
10,13,4.0766434960596145
10,19,7.109313129247969
10,19,9.29511007113305
10,12,1.0585599553164826
10,39,6.603688153661428
11,28,1.6885918249889798
11,37,6.73105740179486
11,30,5.720667662223004
11,22,3.185748384054409
12,15,7.562894575964752
12,4,4.062163847232261
12,14,0.9482852787239948
12,16,0.10607824688426692
13,14,2.401645993253717
13,39,6.513841814388281
13,11,1.9905329724952836
13,18,6.894767570815638
13,8,7.69630837672886
14,24,6.132293293018897
14,23,7.496103793601787
14,26,0.256933627164333
15,10,7.267900706606401
15,38,9.370860155654333
15,34,9.405378059904727
15,19,3.955152507849994
15,4,5.976775544668268
15,3,7.408374330820805
15,21,6.211671935958831
16,26,4.748611906352945
16,13,2.328150552370084
16,23,0.47821178777797346
16,21,4.295949415327419
16,18,8.598685300978236
16,36,2.203257151208915
16,24,5.988371949349655
17,35,1.5755738590730384
17,25,8.47629507970338
17,22,1.5585279229099547
17,20,3.3006341429353983
17,5,8.785964878159906
17,3,4.7980388449358315
17,19,2.3577906111733404
18,16,4.277585861486161
18,37,2.176018951346844
18,30,6.265926429383337
18,15,1.8429845279421397
18,39,3.425226384642456
19,17,3.5702670604648934
19,12,9.60353643256067
19,23,4.324541074671492
19,37,8.280443869249956
20,23,6.753852160429076
20,1,0.8132496204455286
20,12,9.585499815002942
20,21,1.7889233444632446
21,31,8.610367432053854
21,26,6.43108026205638
21,0,3.8241819120992204
21,2,2.32179464180166
22,21,7.584012563280211
22,4,1.3990421123730146
22,5,7.275989657323137
22,3,3.8535369587838653
22,26,9.627184587443848
22,21,9.097553617939017
22,19,0.18866179942637173
22,38,3.4690986509258295
23,35,1.2193198797360705
23,33,9.590780755651135
23,22,2.105147394702942
23,30,5.233566804489433
23,36,7.736700336433278
23,5,3.8540629464835954
23,7,8.301913680374756
24,33,3.374618905435268
24,20,9.758758687969602
25,10,9.16319122465172
25,24,8.990759663408577
25,29,9.546360232071159
25,28,7.634683584943069
25,27,5.094158101323031
26,36,1.3965058349660597
26,5,1.2654838595529994
26,34,2.9310146725183173
26,28,3.3949838148881604
26,23,8.12165547793072
26,12,3.1601949042947286
27,14,8.863373100377371
27,16,9.24189794725808
27,35,0.8386591580485403
27,1,2.693257287980151
27,12,6.599586954531452
28,17,7.494891067556745
28,1,1.5019267299183203
28,25,9.826673922286078
29,3,3.6415681475107062
29,0,2.5633310109564755
29,19,9.451365511261283
29,5,6.73518710940868
29,38,5.434619808559569
30,26,8.529018212583777
30,38,9.738807783310016
30,10,0.8953286113909087
30,15,4.46995248666043
30,5,2.7806139570650923
31,30,9.001360485916559
31,6,6.155838294061128
31,28,0.45030772301793753
31,21,5.429275923201921
31,13,0.9944434946991976
31,21,5.32469735220065
31,25,5.887638575692565
31,2,7.219215943401829
32,16,4.139742254151542
32,40,3.0434327381686064
32,29,3.336880029716327
32,17,8.03227725394186
32,11,8.966995962032591
32,10,6.604745195293842
32,14,1.4946745877682976
32,31,3.988822618250043
33,23,0.37346038000423465
33,34,0.03243333270948723
34,17,1.628115074017804
34,35,6.239999178657679
34,11,4.716286787590539
34,15,2.4917665003532496
34,20,7.263586122402231
34,24,1.1652195527156228
34,25,3.7251019762584336
35,4,7.268241549495608
35,25,8.653838044811884
35,22,2.3531811171944494
35,8,9.75463600697432
35,9,4.671364663987032
36,21,6.082517068900306
36,28,8.073359170512518
36,5,8.612970515694354
37,6,6.292449031490239
37,7,7.218302391470606
37,16,6.036653445855275
37,4,6.90848369923898
37,30,5.824741993328945
37,21,2.2802263148689095
38,24,3.5664494508251012
38,20,5.364515479298935
39,18,9.807863222223451
39,26,7.76096568980093
39,18,8.998334982425522
39,30,1.5490659667928197
39,9,5.256260558195321
39,33,6.28755768791919
40,7,8.227243207918116
40,29,2.8534767574228304
40,37,2.176507693981131
40,5,3.5043567566254854
40,6,2.1871056047159296
