u,v,w
0,10,7.398780411439491
0,4,9.831030050644417
1,4,3.996770197322924
1,0,8.682550994551697
1,12,0.888973141448296
1,4,0.015080304014648549
1,2,6.075914415518609
1,17,0.21779750564881017
1,13,8.985001386331437
1,22,5.875877695211141
2,0,6.398591866145518
2,15,9.006919752920673
2,21,5.26378528489544
2,11,2.1909818431310644
2,22,8.041748627844994
3,2,6.171775787426678
3,19,8.820753542274456
3,12,0.3698407655975344
3,9,0.021780360896016537
3,21,5.377964008907465
3,12,6.968670495886294
4,20,4.816073746380375
4,8,2.3035157269532114
4,17,5.085479640854254
4,9,3.285638259301126
4,2,6.403863831092776
4,20,8.149089859257478
4,22,3.7115911233930063
5,18,4.3061642600575025
5,3,5.352434506680355
5,7,3.385408888434819
5,21,8.713177425275022
5,12,2.095277317463793
5,17,7.462862767465046
5,4,4.7546196824521605
6,3,9.867254613476424
6,13,7.609303169008762
6,18,0.398633573050986
7,4,5.006252019531723
7,11,0.7915993461643667
7,10,4.083311525610825
7,13,3.817906278830936
7,3,5.83177171174627
7,10,3.043007797838687
8,11,0.1494769344244562
8,14,6.612959817773014
8,0,0.4818502691969273
8,14,6.331550241404438
8,11,3.1855914151437457
8,13,8.519818673120572
9,22,9.65823208712399
9,18,4.48690175334344
9,18,1.7645036336395814
9,14,5.67425102910028
10,21,1.436128946127574
10,11,5.616787842983405
10,15,4.899177241859127
10,3,5.8937555856745485
10,21,5.188709543187188
11,6,6.202783142041049
12,7,0.47885018624030384
12,23,7.076766971893244
12,6,7.405905348072626
13,12,6.853469244597314
13,7,2.390358837772922
13,0,9.522378990052777
13,10,6.754534613097776
13,4,3.9153085108303944
13,4,2.3963786200751125
14,9,4.154494129525493
14,7,3.788667975316653
14,6,2.409782760853828
14,13,0.8356458767699249
14,21,9.286718475193439
15,18,3.916374119230742
15,9,0.7041150300320331
15,3,2.23418187933647
15,19,3.349241383838536
15,2,1.0167012399753006
16,12,5.917969411530031
16,13,3.541928251876336
16,12,3.9480658826595105
17,11,0.22427140202382345
17,7,0.8186254066428833
17,2,8.049226277202749
17,2,2.2782582946638352
17,14,7.147166941657157
18,7,8.617626502515218
18,25,7.622222900557087
18,16,4.9171161331997935
18,17,5.116337862383036
18,4,6.724155911490217
18,14,5.2287501189790255
18,10,0.3289775493040481
18,9,9.193393962957
19,10,0.32431802779026797
19,24,1.228907429620656
19,22,4.616048766015174
19,24,1.6608260407691522
19,1,9.769915266608981
20,15,0.2805280795181575
20,1,8.025056431251201
20,2,1.9060381691898032
21,3,4.607190578638577
21,17,1.4525675424438245
21,16,7.520900191128057
21,17,7.0200468436372345
21,23,6.981215867499676
21,20,5.513768756887725
22,0,6.815116465158212
22,9,5.454935293846326
22,18,3.0819262683181425
22,18,3.9901849627579877
22,2,1.6661574523506761
22,1,1.4632307819942159
22,18,8.41773059493814
22,16,3.555389979399032
23,25,7.885410211530038
23,19,8.799168892741081
23,1,9.197792745633475
23,8,7.9494078549293965
24,3,5.302359504245962
24,13,0.24099652858129206
24,25,3.333979043217613
25,18,2.721933079334601
25,4,4.816748453146662
25,3,6.0423121976090535
25,16,9.997360395289537
25,8,5.6540742196392575
25,20,8.053354056818808
