u,v,w
0,12,0.2273491918364734
0,17,8.137321175303725
0,1,7.183151673963106
0,18,3.609137356113944
1,4,0.7137076335689718
1,22,7.9736290284155755
1,22,6.522543763811502
1,20,8.09850358725429
1,26,6.916304073845927
2,18,5.057884121830897
2,0,3.63783038971773
2,27,5.020718248458591
2,28,7.86322332035625
2,21,6.378896104752561
2,20,5.764197440531671
2,3,2.656608445022247
3,7,9.330901720064645
3,1,1.3848249124091083
3,16,1.8960642364241664
3,4,8.284733059448415
3,28,9.891596084567583
3,1,9.82688055177741
3,11,3.53904531951724
4,6,5.859342824181245
4,27,8.225066460197617
5,30,1.7269931506153868
5,22,4.6105127781460595
5,11,9.228577089163588
5,9,3.257493327396616
5,20,9.570916592960138
5,11,2.962266311773827
6,29,5.779842297606248
6,24,1.675100381404444
6,27,6.169077045731538
6,23,7.690182215722224
7,20,2.397031336329235
7,29,6.807457494184845
7,5,6.162241189904488
7,16,4.0122257083706785
7,16,5.737326969260028
7,18,7.343506092283526
8,30,7.798007375283028
8,25,4.662272719892622
8,23,5.22756162704383
8,16,5.917913071566875
8,24,9.56279098380622
9,30,1.2463984387640237
9,25,3.729478708609811
9,2,4.955844114832322
9,21,7.894748161013986
9,28,7.167093453775349
10,30,5.172658269753527
10,0,6.133034317814477
10,14,3.690121507405207
10,24,2.115051115283743
11,28,0.14269391079722582
11,1,3.89972959649451
11,2,1.272700562506427
11,0,1.6637381539109852
12,28,9.361727999343618
12,2,8.862231176275925
12,16,8.353705643457378
12,26,0.356083068929528
12,5,6.55632029188147
12,23,6.7247196611032205
12,25,4.284682684780484
12,21,5.594635369145884
12,29,2.020625579019937
12,6,1.4715010911940851
13,22,8.607681297195905
13,5,8.081598124526728
13,7,2.0148992621780346
13,5,3.6303496645110966
14,21,1.4658865152418699
14,17,8.368322739174618
14,1,9.00833613244191
14,4,6.547394526319362
14,18,3.045068666397478
14,21,1.802932998352097
15,3,0.384260609311019
15,29,8.732784831143075
15,14,2.8138866255148285
15,11,0.7287861088991621
15,14,8.522679336852917
16,27,0.2799224863037597
16,2,3.371116288155518
16,2,8.684748299103303
16,20,7.05889369662258
16,3,3.405925111206869
16,17,4.473879674925156
16,13,3.1246547124169775
16,29,3.5469440990127765
17,11,5.609984229282254
17,5,4.948189922782022
18,28,9.631927664383099
18,7,4.351939687596608
18,16,9.100090393349658
18,30,9.82848845370367
18,13,0.15062992680310083
19,10,0.1017425892960433
19,15,6.29129124231908
20,8,9.34244849416016
20,16,7.6621957731104215
20,18,0.06483632684494145
21,2,8.858449969845148
21,20,8.402956923060394
21,16,5.481660457872369
21,12,5.791667173558643
21,16,3.644778574495157
21,6,0.09828552313417727
22,29,4.772013499276335
22,5,8.742865793193001
22,14,9.897756244546498
22,10,2.5308887777854605
22,14,0.18191454563545206
23,5,0.6033647600572478
23,25,1.8927566353611103
23,17,5.3004708990323115
23,16,5.75159412688372
23,15,3.213783097548588
24,20,8.675391987137997
24,3,0.5694504200795636
24,23,1.673312594289672
24,15,8.255836533966045
24,12,6.194085002367366
24,22,6.271780905206698
24,9,6.213751558931389
24,16,5.271079616468195
25,19,4.766773601675113
25,29,8.200064024749729
25,15,4.669473817558162
25,20,2.8001421192679645
26,10,4.746846607671845
26,2,8.01184944947395
26,0,6.909799443665472
26,30,3.015399725898009
27,9,9.676870447467877
27,18,8.258690955427488
28,18,4.901943391146499
28,2,9.933495984033499
28,20,6.347030066847972
28,26,6.715219671826711
28,14,5.05701877834646
28,25,7.8958167173136795
28,9,7.177097360677922
29,23,0.9676129311615533
29,11,0.8150378240442746
29,9,9.321788038597731
29,13,6.835000199800428
29,5,1.9005896979205705
29,16,5.182335850649301
29,23,9.88761738637015
30,7,3.8980325768490576
30,8,3.536555318484739
30,14,4.310120858087199
