u,v,w
0,31,0.6417505355270003
1,16,9.077487318900896
1,25,5.281967314195754
1,25,0.21445359448101664
2,20,6.9165572782961195
2,6,0.5356699437272516
2,4,1.9217066806577199
2,30,7.976643843577235
2,26,8.966609395124173
2,30,6.4936025652504625
3,20,0.5450652245571808
3,20,9.304564072628065
3,1,0.2562324888720413
3,13,0.5044696961803119
3,22,1.4711687463710954
5,14,4.972323509134517
5,19,0.9723075494460875
5,21,6.198560237543839
5,9,7.808079597175891
5,16,9.626924353316454
6,4,5.516728517945565
6,0,8.232589373404487
6,24,6.223895344770186
7,27,4.722288058756165
7,30,2.5836818607009695
7,30,5.848524510702521
7,6,1.2276034244277745
7,26,1.9959996925132695
7,0,4.866444464958327
8,23,7.475837935218644
8,28,9.598118078224523
8,2,5.862323611654126
8,18,7.456926603870614
9,24,6.077476814484239
9,26,9.238763752566738
9,18,0.40052737006930794
9,23,1.2193716023064216
9,16,4.29800299051553
9,1,6.103315700676396
9,31,1.0107060550066505
9,5,4.642929383261713
9,7,3.8971951218568157
9,3,9.526254197968518
10,20,4.030899927569531
10,22,5.0318115333286
10,8,1.3781498050456764
10,4,5.1261777330084
10,11,6.077406717328143
10,20,2.12775279268945
10,2,4.3964857074322525
11,0,8.94372569447757
11,13,0.4702439322508367
11,24,7.401621612900815
11,1,7.824254291723724
11,31,9.94331518604605
12,26,8.955406092544285
12,9,8.627817002046623
12,19,3.9424717298632217
12,14,5.1758063086689585
13,3,2.0978368598532624
13,5,7.079653514690451
13,8,6.740635403264436
13,14,7.4480300778250195
13,12,8.663481391076251
14,24,2.429316775529461
14,10,2.586817925137226
14,1,6.618000479535356
14,17,6.779577438419901
14,19,9.233472778930384
14,5,7.094225730268036
15,24,6.918608678135891
15,29,4.0757392065795015
15,0,1.973093772153276
15,1,8.633591498671052
15,0,6.086900974464548
15,31,6.779911895271608
15,17,0.3378417545256318
15,12,8.79602288596405
16,8,4.935012194776911
16,30,5.009916142618424
16,3,6.48901763902678
17,9,0.799171675784689
17,22,0.9461483049398012
17,16,1.9645202497854741
17,13,4.058571570966686
17,21,3.177558491171757
17,1,7.285389554505341
17,0,6.547424736624801
18,16,6.894725025336812
18,3,2.1533077874768614
18,21,4.430411415472422
18,16,7.709607913993417
18,30,6.5482537509534575
19,29,6.446170416841524
19,10,3.0071919461457144
19,2,5.637628251813702
20,5,8.152849547385742
20,30,0.46863528459076154
20,12,5.293157214227843
20,21,6.502769517617079
20,27,5.229523217703186
20,3,9.44207020468778
20,28,3.332893670557724
22,20,1.3542295452150854
22,0,9.123681553465374
22,6,8.649119149927188
22,6,2.9073424599834405
22,12,3.0527931567970876
22,3,9.65201002120657
22,11,9.084779949743782
23,0,8.812124615961958
23,3,7.003475914375717
23,11,5.382892506258497
23,17,3.5517526548443925
23,25,5.987459321541298
23,28,5.299678056094763
23,29,0.2116414399216271
24,14,0.0279965459217435
24,17,3.8840557794519306
24,8,2.5299037744975985
24,7,7.955200925293189
24,9,0.7220871323624112
24,27,6.575279079008536
25,10,2.330635392875835
25,23,9.959700911455243
25,30,4.8605163703753504
25,21,7.194021557044637
26,9,4.528675982603629
26,9,9.606457031777943
26,30,9.151754755181594
26,6,3.6494777027435132
26,13,5.598599829779186
27,22,6.169146123735626
27,24,9.746696009289732
27,18,3.5721795277876343
27,12,9.203483092608005
27,15,0.9345314743226851
27,9,6.157684310476781
28,17,5.601528285939112
28,0,3.930776317739564
28,8,4.496976528980486
28,13,1.1264562941740863
28,5,2.63808957371091
28,10,9.652568138162014
28,10,9.214352133252431
28,14,8.923320646351659
28,27,3.2120129255513996
29,14,2.0646597489861698
29,14,7.233284288256099
29,21,0.14561546468965236
29,15,4.339514481210709
30,19,4.513761515103988
30,27,9.07466214012898
30,14,9.397875802203883
31,4,1.0126676601069573
31,23,1.8090529576762782
31,12,2.231372006684081
31,24,1.613350600969805
31,0,1.3177576359677468
31,25,6.273367776634574
