u,v,w
0,5,7.203900407111589
0,28,9.855884354873808
0,31,0.16256968182664644
1,33,4.809993057398176
1,13,2.991194747718311
2,18,0.37506053629156044
2,17,6.752068519197855
2,3,5.616025942661166
3,4,9.270700519509864
3,10,7.778268481067929
3,23,4.502686634746792
4,21,8.858555984496984
4,19,0.06849409384767968
4,23,7.859086761411781
4,18,7.151756230076408
4,27,2.440760962826732
4,35,1.2309298057975626
5,26,5.034999417133342
5,7,5.646693459552758
5,26,3.456465205367939
5,10,3.1513290132781826
5,8,4.374360010920161
5,36,5.427152063118638
5,28,7.508753755417484
6,32,3.860293356058472
6,37,6.1130201358991965
6,30,6.788628355774714
6,38,5.970718921499325
6,32,2.707877902170851
6,18,8.950478782057665
6,8,4.709657473408038
6,16,0.191757371697161
7,5,9.37957257959673
7,6,4.717506449873915
7,11,8.512481899484262
7,17,1.2484143848739138
8,0,8.042268485016148
8,24,2.7667123974906236
8,16,6.474094619489331
8,38,6.026776577571668
8,37,6.4755721464729845
9,17,2.6391553619930974
9,21,7.7021370834097125
9,31,0.25959156305146225
9,0,3.554667744191317
9,8,4.941388416848405
9,10,7.731190583059173
9,26,6.485168276620748
9,37,3.61311630019161
9,2,5.3751187510873235
9,25,8.289589077639176
9,37,9.934197877222122
9,3,8.99080577039252
10,9,7.564349381070425
10,19,6.248738924811429
10,17,2.7196207350240287
10,9,0.2948955842109635
10,1,0.2053293748885665
11,12,7.996824442226341
11,15,1.215601319363676
11,28,8.683192197178087
11,14,6.888534562924096
11,20,8.096696970460028
12,33,4.581187816532886
12,35,8.325951151644773
12,7,7.5793929738015215
12,8,2.495164393185231
13,30,0.8737023727845183
14,17,4.881572283198178
15,12,4.4612239687149255
15,13,1.4815578755460546
15,1,0.1275028984438542
15,0,2.5230818147680223
15,26,7.12724464937642
16,12,7.525878411154889
16,18,4.9505678101975725
16,14,6.380376595628735
16,37,6.0035905208442655
16,33,0.7146644850583705
16,38,5.557412874959457
17,22,4.364806373069898
17,0,2.2282402022148795
17,25,6.642222415932628
17,8,4.200349261009526
18,15,4.502846958510023
18,4,1.774239010657156
18,11,5.7983387493727
18,23,6.20520805001489
18,27,9.112996214628792
19,3,6.950092445328691
19,27,5.817219384566083
19,36,5.230336528791682
19,35,1.9458421703125584
19,14,4.2849834975116075
19,0,6.517198756601954
19,29,9.236176964713302
19,5,1.2296650030656187
20,31,5.361888322530287
20,12,1.0362815751787846
21,14,1.2300548280889656
21,33,8.46796908749359
21,12,3.5688090902389313
22,8,7.232894057079862
22,18,6.233090562763231
23,7,4.165012433630999
23,6,3.972365830956992
23,24,8.07349875771674
23,20,0.4194762507951799
23,2,7.4585475335418945
24,8,7.993597665737373
24,25,5.17558783676925
24,8,8.847530977195547
24,12,5.467335761182557
24,35,6.650311501045319
24,10,6.820381230266306
24,23,8.429819645275563
24,14,3.920020771945695
24,38,6.877523016023506
24,13,0.14736835793220826
25,0,2.685475245321104
25,16,2.9127837369523646
25,26,1.7028258595667378
25,19,9.884923675074015
25,5,1.9976515034165698
25,0,5.5577284959344215
26,19,6.074297177765557
26,24,0.16758747143603592
26,17,0.44759576861495787
26,21,8.647789215308677
26,11,1.2411133518436723
26,38,0.21576338239769233
26,3,9.42312492151144
27,32,0.6489249044343959
27,5,6.808831934097372
27,5,5.662430224085091
27,0,7.91408592309211
27,14,5.831046550568683
27,16,3.705186870912851
28,20,0.48366255810827985
28,5,4.354289747795342
29,20,1.1908797959385742
29,37,3.135973554022191
29,13,5.331687743419664
29,11,4.180725201066336
29,22,1.3373069023052375
29,23,6.304833539028538
29,30,0.9032160521770549
30,5,5.767325256225249
30,27,2.5463348264678354
30,15,2.218401912920569
30,37,8.07706817007059
30,20,9.549964683898342
30,32,8.875914166034814
30,1,0.33381430765675457
30,14,4.818228059697639
31,32,1.7977778465766292
31,10,5.146158174431493
31,9,0.7697033222484695
32,20,8.859637086033302
32,0,8.083242446145032
32,8,8.097807187144314
32,16,4.233823258930453
32,22,0.2741983615743837
32,24,7.3950014968432605
32,36,5.239442306296876
32,0,3.6421256716088655
33,8,7.531336835067557
33,3,9.692770078574691
33,13,1.7353856724357897
33,35,2.9457630718204895
33,6,3.3407466260219296
34,32,8.685821673747444
34,2,9.185442227735281
34,17,5.676081586852261
34,24,4.58977178760796
35,23,3.7011235624827576
35,38,4.096907807541862
35,17,2.9134036223338944
36,17,8.468546075285685
36,13,1.7574089081699595
36,32,3.11887118930954
36,19,9.811614945461798
36,12,8.709729414453498
36,20,9.502608687199602
36,15,1.6013169527191318
37,21,9.673822496149032
37,31,8.483996258623336
37,22,8.94849385886032
38,5,0.2681453582345683
38,20,0.41479942365338807
38,9,7.277409140609786
38,4,6.093158728259127
38,5,6.182304775449231
38,24,4.415925486204708
38,30,8.664219026377271
